id,category,error_name,error_code,symptoms,probable_causes,step_1,step_2,step_3,verification,risk,sources
NET-070,Network,High packet loss in gaming/streaming,Packet_Loss,System loses internet intermittently; log shows Packet_Loss,Corrupted TCP/IP stack or misconfigured proxy,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-071,Network,Limited connectivity / no internet,Limited_Connectivity,Cannot obtain IP address; DHCP timeout (Limited_Connectivity),Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-072,Network,Network disconnected,Network_Disconnected,Cannot obtain IP address; DHCP timeout (Network_Disconnected),Incorrect network adapter settings or driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-073,Network,High packet loss in gaming/streaming,Packet_Loss,Cannot obtain IP address; DHCP timeout (Packet_Loss),Router/modem needs restart or firmware update,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-074,Network,Limited connectivity / no internet,Limited_Connectivity,System loses internet intermittently; log shows Limited_Connectivity,Corrupted TCP/IP stack or misconfigured proxy,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-075,Network,Very slow web browsing across sites,Slow_Browsing,Cannot obtain IP address; DHCP timeout (Slow_Browsing),Corrupted TCP/IP stack or misconfigured proxy,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-076,Network,IP address conflict detected,IP_Conflict,Browser shows DNS error: IP address conflict detected,ISP outage or DNS server issue,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-077,Network,Limited connectivity / no internet,Limited_Connectivity,Cannot obtain IP address; DHCP timeout (Limited_Connectivity),Corrupted TCP/IP stack or misconfigured proxy,Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-078,Network,High packet loss in gaming/streaming,Packet_Loss,Cannot obtain IP address; DHCP timeout (Packet_Loss),ISP outage or DNS server issue,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-079,Network,Limited connectivity / no internet,Limited_Connectivity,Cannot obtain IP address; DHCP timeout (Limited_Connectivity),Incorrect network adapter settings or driver,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-080,Network,DHCP address assignment failed,DHCP_Failure,Browser shows DNS error: DHCP address assignment failed,Incorrect network adapter settings or driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-081,Network,Gateway not reachable,Gateway_Unreachable,Cannot obtain IP address; DHCP timeout (Gateway_Unreachable),Router/modem needs restart or firmware update,Reset TCP/IP stack: `netsh int ip reset` and reboot,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-082,Network,Network disconnected,Network_Disconnected,Browser shows DNS error: Network disconnected,Router/modem needs restart or firmware update,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-083,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,System loses internet intermittently; log shows WiFi_Auth_Failure,ISP outage or DNS server issue,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-084,Network,Network disconnected,Network_Disconnected,System loses internet intermittently; log shows Network_Disconnected,Corrupted TCP/IP stack or misconfigured proxy,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-085,Network,Gateway not reachable,Gateway_Unreachable,Cannot obtain IP address; DHCP timeout (Gateway_Unreachable),Incorrect network adapter settings or driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-086,Network,DNS resolution failure,DNS_PROBE_FINISHED_NXDOMAIN,Browser shows DNS error: DNS resolution failure,Incorrect network adapter settings or driver,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-087,Network,High packet loss in gaming/streaming,Packet_Loss,Cannot obtain IP address; DHCP timeout (Packet_Loss),Incorrect network adapter settings or driver,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-088,Network,Very slow web browsing across sites,Slow_Browsing,Browser shows DNS error: Very slow web browsing across sites,Router/modem needs restart or firmware update,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-089,Network,Gateway not reachable,Gateway_Unreachable,Browser shows DNS error: Gateway not reachable,Incorrect network adapter settings or driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-090,Network,Proxy configuration error,Proxy_Error,Cannot obtain IP address; DHCP timeout (Proxy_Error),Router/modem needs restart or firmware update,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-091,Network,Network disconnected,Network_Disconnected,Browser shows DNS error: Network disconnected,Router/modem needs restart or firmware update,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-092,Network,DNS resolution failure,DNS_PROBE_FINISHED_NXDOMAIN,System loses internet intermittently; log shows DNS_PROBE_FINISHED_NXDOMAIN,Router/modem needs restart or firmware update,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-093,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,System loses internet intermittently; log shows WiFi_Auth_Failure,Corrupted TCP/IP stack or misconfigured proxy,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-094,Network,IP address conflict detected,IP_Conflict,System loses internet intermittently; log shows IP_Conflict,Corrupted TCP/IP stack or misconfigured proxy,Reset TCP/IP stack: `netsh int ip reset` and reboot,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-095,Network,Proxy configuration error,Proxy_Error,Browser shows DNS error: Proxy configuration error,Router/modem needs restart or firmware update,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
